imdb_id,rate_date,rate
tt0770828,2013-10-18,8
tt0366627,2013-10-14,7
tt0375912,2013-10-14,8
tt2404463,2013-10-12,6
tt0332452,2013-10-12,8
tt2209418,2013-10-11,8
tt0053125,2013-10-08,8
tt0072684,2013-10-07,9
tt1650535,2013-10-07,6
tt0117665,2013-10-06,6
tt1245492,2013-10-02,7
tt0094963,2013-10-01,5
tt0063522,2013-09-30,7
tt2053463,2013-09-29,7
tt1723121,2013-09-29,6
tt1591493,2013-09-29,7
tt0047396,2013-09-28,8
tt1951261,2013-09-28,6
tt0074285,2013-09-28,6
tt1187043,2013-09-26,6
tt1480295,2013-09-26,5
tt0425210,2013-09-22,8
tt0461770,2013-09-22,7
tt1670345,2013-09-22,7
tt0395169,2013-09-21,8
tt0138097,2013-09-18,6
tt0187393,2013-09-18,6
tt0061418,2013-09-17,7
tt0385002,2013-09-16,7
tt1408101,2013-09-16,8
tt1023114,2013-09-15,7
tt1028528,2013-09-15,7
tt0032138,2013-09-15,8
tt0086617,2013-09-15,5
tt0119643,2013-09-14,6
tt0450232,2013-09-14,5
tt0427944,2013-09-14,7
tt0816711,2013-09-13,7
tt1616195,2013-09-12,6
tt0108330,2013-09-11,5
tt1183665,2013-09-10,6
tt1430607,2013-09-10,6
tt0311113,2013-09-08,7
tt0053291,2013-09-08,8
tt1220719,2013-09-08,8
tt0078748,2013-09-08,8
tt0247199,2013-09-06,6
tt0116695,2013-09-05,7
tt0397313,2013-09-05,5
tt0112461,2013-09-03,7
tt0280380,2013-09-03,4
tt0113101,2013-09-02,5
tt0047849,2013-09-02,8
tt0119177,2013-09-02,8
tt0036613,2013-09-02,8
tt0887883,2013-09-01,8
tt0364569,2013-09-01,7
tt0038650,2013-08-31,9
tt0113161,2013-08-31,6
tt0455967,2013-08-31,1
tt1980209,2013-08-31,7
tt0305224,2013-08-31,6
tt0109890,2013-08-31,6
tt0110322,2013-08-30,7
tt0086383,2013-08-30,7
tt0099819,2013-08-30,4
tt0061655,2013-08-30,4
tt0404030,2013-08-30,6
tt0756639,2013-08-29,6
tt0455590,2013-08-29,8
tt0117571,2013-08-29,6
tt0147800,2013-08-29,7
tt0093832,2013-08-29,6
tt0387131,2013-08-29,7
tt0411302,2013-08-29,6
tt0091455,2013-08-29,6
tt0114746,2013-08-28,7
tt0070735,2013-08-28,8
tt0887912,2013-08-28,8
tt0314331,2013-08-28,7
tt0433387,2013-08-28,6
tt0465234,2013-08-27,6
tt0087751,2013-08-26,5
tt0381681,2013-08-25,9
tt0104257,2013-08-25,7
tt0112471,2013-08-25,9
tt0796366,2013-08-25,7
tt0468489,2013-08-25,6
tt0097637,2013-08-25,6
tt0450314,2013-08-24,6
tt0388482,2013-08-24,6
tt0499556,2013-08-24,6
tt0480687,2013-08-24,5
tt0293662,2013-08-24,7
tt0330793,2013-08-24,5
tt0106677,2013-08-24,8
tt0034248,2013-08-24,7
tt1129442,2013-08-24,6
tt0352248,2013-08-23,8
tt0289992,2013-08-23,7
tt2195548,2013-08-23,6
tt1682180,2013-08-22,7
tt1462758,2013-08-22,7
tt0438488,2013-08-22,7
tt2103217,2013-08-22,6
tt0258000,2013-08-21,3
tt1343092,2013-08-21,7
tt1622547,2013-08-21,6
tt1488555,2013-08-20,5
tt1045772,2013-08-20,6
tt0371257,2013-08-20,7
tt1416801,2013-08-20,7
tt0181852,2013-08-19,7
tt2106476,2013-08-19,7
tt0032904,2013-08-19,5
tt1931435,2013-08-19,3
tt1790886,2013-08-18,3
tt0056869,2013-08-18,6
tt0327597,2013-08-18,7
tt1041829,2013-08-18,4
tt1932767,2013-08-18,6
tt0095188,2013-08-18,5
tt1054606,2013-08-17,5
tt0077631,2013-08-17,5
tt0089155,2013-08-17,7
tt0119978,2013-08-17,6
tt0285492,2013-08-17,1
tt0074483,2013-08-17,7
tt1300854,2013-08-16,8
tt0103064,2013-08-16,9
tt0409459,2013-08-16,8
tt0465551,2013-08-16,5
tt0462504,2013-08-16,7
tt0378194,2013-08-15,8
tt0266697,2013-08-15,9
tt0217869,2013-08-15,7
tt0112508,2013-08-15,6
tt1192628,2013-08-15,7
tt0265208,2013-08-15,7
tt0129387,2013-08-15,7
tt0120689,2013-08-15,9
tt0086855,2013-08-15,4
tt0892791,2013-08-15,6
tt0765443,2013-08-14,7
tt1136608,2013-08-14,9
tt0117509,2013-08-14,3
tt1130080,2013-08-14,5
tt0098837,2013-08-13,7
tt1155056,2013-08-13,6
tt0425112,2013-08-13,8
tt0430922,2013-08-12,6
tt1935179,2013-08-12,7
tt0829482,2013-08-12,8
tt0059694,2013-08-12,4
tt0079417,2013-08-12,5
tt0084805,2013-08-12,7
tt0076729,2013-08-11,7
tt0075860,2013-08-11,4
tt0033870,2013-08-11,7
tt0068768,2013-08-11,7
tt0123755,2013-08-10,8
tt0258470,2013-08-10,4
tt0128853,2013-08-10,6
tt0316654,2013-08-10,8
tt0800039,2013-08-10,7
tt0413300,2013-08-10,7
tt0085995,2013-08-10,7
tt0145487,2013-08-10,8
tt0111070,2013-08-10,6
tt0367479,2013-08-10,4
tt0443676,2013-08-10,7
tt0070355,2013-08-10,8
tt0448694,2013-08-10,6
tt1053424,2013-08-10,5
tt0415965,2013-08-10,5
tt1333050,2013-08-10,7
tt0316465,2013-08-10,6
tt0114753,2013-08-10,4
tt0338096,2013-08-09,1
tt0111255,2013-08-09,4
tt0120434,2013-08-09,7
tt0089670,2013-08-09,6
tt1258197,2013-08-09,6
tt0092400,2013-08-09,8
tt0106226,2013-08-09,6
tt0132477,2013-08-09,8
tt0371246,2013-08-09,3
tt0446029,2013-08-08,5
tt0384806,2013-08-08,6
tt0068473,2013-08-08,7
tt1540133,2013-08-08,7
tt0266987,2013-08-07,6
tt1091722,2013-08-07,6
tt0088247,2013-08-07,8
tt0212671,2013-08-07,9
tt0465538,2013-08-07,6
tt1114740,2013-08-06,2
tt0140352,2013-08-06,7
tt0396269,2013-08-06,7
tt0983193,2013-08-05,8
tt0408306,2013-08-05,7
tt0047472,2013-08-05,7
tt0434139,2013-08-05,5
tt0082934,2013-08-05,3
tt0038854,2013-08-05,7
tt1078588,2013-08-04,6
tt1018785,2013-08-04,3
tt1174732,2013-08-04,7
tt0106697,2013-08-04,6
tt1013743,2013-08-04,4
tt0367882,2013-08-04,6
tt0322259,2013-08-04,7
tt0120863,2013-08-04,7
tt0403508,2013-08-04,3
tt0082971,2013-08-04,8
tt1439629,2013-08-04,9
tt0085794,2013-08-04,7
tt1201167,2013-08-04,7
tt0120102,2013-08-03,7
tt0099423,2013-08-03,7
tt0248667,2013-08-03,7
tt0473075,2013-08-03,7
tt0910936,2013-08-03,5
tt0095016,2013-08-03,8
tt0252503,2013-08-03,7
tt0078718,2013-08-03,7
tt0181689,2013-08-02,8
tt0230600,2013-08-02,8
tt0780536,2013-08-02,8
tt1049413,2013-08-02,10
tt0070643,2013-08-02,7
tt0076666,2013-08-01,6
tt1033643,2013-08-01,5
tt0418763,2013-08-01,7
tt0985699,2013-08-01,7
tt0238380,2013-08-01,7
tt0298130,2013-08-01,8
tt0480249,2013-08-01,6
tt0265086,2013-08-01,7
tt0270980,2013-08-01,5
tt1718903,2013-08-01,3
tt1447972,2013-08-01,3
tt0119668,2013-07-31,8
tt0215750,2013-07-31,8
tt0056592,2013-07-31,8
tt0075774,2013-07-31,5
tt0241527,2013-07-30,8
tt1298650,2013-07-30,7
tt0107048,2013-07-30,8
tt0172156,2013-07-30,7
tt0112442,2013-07-30,7
tt0198781,2013-07-30,8
tt1453405,2013-07-30,8
tt1189340,2013-07-30,8
tt1446192,2013-07-30,6
tt0112384,2013-07-30,7
tt1302011,2013-07-30,7
tt0837562,2013-07-30,6
tt1001526,2013-07-30,7
tt0097165,2013-07-30,8
tt0418279,2013-07-30,7
tt1392170,2013-07-30,7
tt0460649,2013-07-30,9
tt0427470,2013-07-30,7
tt0024216,2013-07-30,8
tt1142977,2013-07-30,6
tt2100546,2013-07-30,6
tt1191113,2013-07-30,2
tt0160611,2013-07-30,7
tt0486576,2013-07-29,6
tt0445922,2013-07-29,8
tt0103776,2013-07-29,8
tt0206634,2013-07-29,7
tt0120667,2013-07-29,6
tt0493464,2013-07-29,6
tt0096895,2013-07-29,8
tt0800369,2013-07-29,7
tt0056085,2013-07-29,6
tt0138304,2013-07-29,6
tt0490204,2013-07-29,7
tt0114069,2013-07-29,6
tt0280590,2013-07-29,5
tt0989757,2013-07-28,6
tt0094721,2013-07-28,8
tt0121164,2013-07-28,7
tt1307068,2013-07-28,6
tt1120985,2013-07-28,7
tt0375679,2013-07-28,1
tt0054135,2013-07-28,6
tt0090506,2013-07-28,5
tt0112740,2013-07-28,7
tt0805564,2013-07-27,7
tt0134119,2013-07-27,8
tt0120611,2013-07-27,7
tt0462499,2013-07-27,5
tt1323594,2013-07-27,8
tt1748179,2013-07-27,3
tt0105104,2013-07-27,6
tt0067741,2013-07-27,7
tt0285403,2013-07-26,9
tt0059578,2013-07-26,9
tt1483013,2013-07-26,7
tt0455275,2013-07-26,9
tt0076752,2013-07-26,7
tt0102059,2013-07-26,7
tt0074720,2013-07-26,7
tt0068762,2013-07-26,7
tt0120631,2013-07-25,6
tt0110632,2013-07-25,7
tt0067128,2013-07-25,7
tt0086200,2013-07-24,7
tt0362270,2013-07-24,7
tt0365748,2013-07-24,8
tt1602613,2013-07-24,7
tt0051525,2013-07-24,8
tt0058461,2013-07-23,9
tt0257044,2013-07-23,8
tt1465522,2013-07-23,8
tt0959337,2013-07-23,6
tt0433400,2013-07-22,7
tt0368891,2013-07-22,5
tt0116999,2013-07-22,6
tt0290002,2013-07-21,6
tt0212338,2013-07-21,7
tt0970179,2013-07-21,8
tt0960144,2013-07-21,1
tt0910970,2013-07-21,10
tt0120663,2013-07-21,8
tt0119925,2013-07-21,6
tt0162983,2013-07-21,5
tt1352824,2013-07-20,6
tt0120685,2013-07-20,5
tt0071807,2013-07-20,6
tt1179056,2013-07-20,5
tt0357413,2013-07-20,7
tt1205489,2013-07-20,9
tt0118799,2013-07-20,9
tt0466839,2013-07-20,7
tt0113627,2013-07-19,7
tt0478311,2013-07-19,6
tt1046173,2013-07-19,5
tt1583421,2013-07-19,4
tt0137523,2013-07-19,10
tt0117283,2013-07-19,7
tt0310203,2013-07-19,7
tt0116141,2013-07-19,5
tt0468569,2013-07-18,9
tt0208092,2013-07-18,8
tt0449467,2013-07-18,7
tt0424345,2013-07-18,1
tt0066999,2013-07-18,8
tt1411697,2013-07-18,7
tt0429493,2013-07-18,5
tt1013752,2013-07-18,6
tt0463985,2013-07-18,6
tt0327056,2013-07-18,8
tt1228705,2013-07-18,8
tt0443272,2013-07-18,8
tt0232500,2013-07-18,7
tt1156398,2013-07-18,8
tt0457430,2013-07-18,8
tt0371746,2013-07-18,8
tt1119646,2013-07-18,8
tt0367594,2013-07-18,8
tt0848228,2013-07-18,8
tt0944947,2013-07-18,8
tt0083109,2013-07-18,6
tt0142688,2013-07-18,7
tt1726669,2013-07-18,8
tt1060277,2013-07-17,7
tt2109184,2013-07-17,5
tt0046912,2013-07-17,8
tt0070328,2013-07-17,6
tt2023690,2013-07-17,1
tt0118607,2013-07-16,6
tt0296572,2013-07-16,5
tt1924429,2013-07-16,7
tt0300051,2013-07-15,3
tt1067106,2013-07-15,6
tt0364517,2013-07-15,7
tt1692486,2013-07-15,6
tt0109707,2013-07-15,7
tt0086619,2013-07-15,1
tt0134847,2013-07-14,6
tt0116209,2013-07-14,8
tt1632708,2013-07-14,4
tt0093058,2013-07-14,9
tt2388725,2013-07-14,8
tt2616880,2013-07-14,7
tt0109445,2013-07-13,1
tt0765010,2013-07-13,7
tt1839654,2013-07-13,6
tt0107207,2013-07-13,8
tt1059786,2013-07-12,6
tt0962726,2013-07-12,1
tt0119488,2013-07-12,8
tt0091042,2013-07-12,7
tt0057012,2013-07-11,7
tt0089767,2013-07-11,7
tt0074958,2013-07-11,7
tt1905041,2013-07-11,6
tt0295303,2013-07-11,5
tt1268799,2013-07-11,4
tt0124718,2013-07-11,7
tt0122933,2013-07-11,6
tt0481536,2013-07-11,6
tt1172233,2013-07-11,6
tt0289848,2013-07-11,6
tt0042546,2013-07-11,7
tt1694020,2013-07-11,4
tt0366551,2013-07-08,6
tt0120783,2013-07-08,4
tt0488120,2013-07-07,7
tt0452623,2013-07-07,6
tt0066921,2013-07-07,9
tt0181875,2013-07-06,8
tt1911644,2013-07-06,2
tt1893256,2013-07-05,6
tt1628033,2013-07-05,9
tt0174856,2013-07-05,7
tt1007029,2013-07-05,4
tt0790628,2013-07-05,6
tt1421051,2013-07-05,8
tt0499487,2013-07-05,3
tt0217074,2013-07-05,4
tt0361620,2013-07-04,4
tt0395699,2013-07-04,4
tt0416320,2013-07-04,7
tt0878804,2013-07-04,4
tt1411238,2013-07-04,5
tt0471019,2013-07-04,4
tt0101912,2013-07-03,6
tt0122690,2013-07-02,7
tt1259571,2013-07-02,1
tt0375355,2013-07-02,5
tt1325004,2013-07-02,1
tt1324999,2013-07-02,1
tt0099348,2013-07-02,7
tt0165581,2013-07-02,6
tt0104952,2013-07-02,7
tt1673434,2013-07-02,1
tt1099212,2013-07-02,2
tt1454029,2013-07-01,7
tt0086393,2013-07-01,2
tt1657283,2013-06-30,1
tt0079470,2013-06-30,7
tt0075686,2013-06-30,7
tt0322589,2013-06-30,6
tt0401711,2013-06-30,6
tt0103247,2013-06-30,7
tt0081573,2013-06-29,2
tt0112817,2013-06-29,7
tt0430357,2013-06-29,4
tt1124035,2013-06-29,5
tt0078346,2013-06-29,5
tt0486655,2013-06-29,7
tt0460892,2013-06-29,4
tt0088850,2013-06-29,6
tt1242447,2013-06-29,3
tt0108160,2013-06-28,6
tt1781769,2013-06-28,5
tt0898266,2013-06-28,9
tt0440963,2013-06-27,8
tt0372183,2013-06-27,8
tt0258463,2013-06-27,8
tt0325703,2013-06-27,5
tt0120630,2013-06-27,5
tt0054698,2013-06-27,6
tt0146316,2013-06-27,4
tt0289043,2013-06-27,7
tt0120591,2013-06-27,5
tt0211181,2013-06-27,3
tt0107798,2013-06-27,5
tt0223897,2013-06-27,6
tt0266489,2013-06-27,5
tt0099141,2013-06-27,6
tt0243585,2013-06-27,3
tt1605783,2013-06-26,7
tt2101441,2013-06-26,2
tt0088847,2013-06-26,7
tt1758830,2013-06-26,5
tt0120882,2013-06-26,6
tt1151922,2013-06-26,2
tt0327247,2013-06-26,4
tt0473488,2013-06-26,7
tt0277027,2013-06-25,7
tt0099077,2013-06-25,7
tt0467406,2013-06-25,5
tt1235522,2013-06-24,6
tt1634122,2013-06-24,4
tt0215129,2013-06-24,3
tt0106977,2013-06-24,7
tt0119396,2013-06-24,7
tt0097239,2013-06-24,7
tt1321862,2013-06-24,3
tt0203019,2013-06-23,6
tt0481369,2013-06-23,5
tt1655442,2013-06-23,8
tt0142342,2013-06-23,3
tt1001508,2013-06-23,5
tt0388795,2013-06-23,7
tt0386140,2013-06-23,5
tt0118689,2013-06-23,5
tt2125435,2013-06-23,6
tt0107808,2013-06-23,8
tt0970866,2013-06-23,5
tt0096657,2013-06-23,5
tt0453451,2013-06-23,5
tt0120746,2013-06-23,5
tt1614950,2013-06-23,3
tt1300851,2013-06-22,6
tt0496424,2013-06-22,8
tt0460637,2013-06-22,8
tt1606378,2013-06-22,5
tt0980970,2013-06-22,4
tt0319262,2013-06-22,6
tt1235099,2013-06-22,7
tt1735898,2013-06-22,4
tt0460627,2013-06-22,7
tt1205558,2013-06-22,8
tt0289036,2013-06-22,8
tt0805666,2013-06-22,7
tt0877105,2013-06-22,7
tt0889573,2013-06-21,3
tt0815236,2013-06-21,4
tt0349683,2013-06-21,4
tt0783233,2013-06-21,7
tt0277371,2013-06-21,3
tt0380510,2013-06-21,6
tt0114214,2013-06-21,6
tt0104797,2013-06-20,7
tt0808146,2013-06-20,3
tt1407050,2013-06-20,3
tt0328828,2013-06-20,3
tt0252866,2013-06-20,3
tt1605630,2013-06-20,3
tt0436058,2013-06-20,3
tt0482572,2013-06-20,6
tt0974959,2013-06-20,3
tt0120131,2013-06-19,5
tt0362120,2013-06-19,4
tt0244244,2013-06-19,5
tt0443453,2013-06-19,4
tt0112401,2013-06-19,5
tt1928330,2013-06-19,4
tt0426931,2013-06-18,4
tt0072890,2013-06-18,7
tt0479143,2013-06-18,6
tt0087843,2013-06-18,8
tt0790724,2013-06-18,6
tt0318403,2013-06-18,6
tt1172991,2013-06-18,5
tt0479997,2013-06-18,3
tt0092666,2013-06-18,4
tt1243957,2013-06-17,4
tt1277953,2013-06-17,6
tt0358082,2013-06-17,5
tt1078940,2013-06-17,3
tt1007028,2013-06-17,3
tt0438097,2013-06-17,6
tt1216475,2013-06-17,6
tt0389790,2013-06-17,4
tt1242460,2013-06-17,8
tt0317919,2013-06-17,4
tt1542344,2013-06-17,5
tt1636826,2013-06-17,4
tt1563738,2013-06-17,6
tt1564367,2013-06-17,3
tt0486822,2013-06-17,5
tt1229238,2013-06-17,4
tt0182576,2013-06-17,8
tt1547234,2013-06-17,3
tt0337921,2013-06-17,4
tt0947802,2013-06-17,4
tt1456635,2013-06-17,3
tt1038919,2013-06-17,3
tt0417741,2013-06-16,7
tt0425061,2013-06-16,5
tt0321021,2013-06-16,5
tt0337741,2013-06-16,6
tt1439572,2013-06-16,5
tt1641349,2013-06-16,4
tt1596343,2013-06-16,6
tt1608180,2013-06-16,3
tt0454945,2013-06-16,4
tt0112022,2013-06-16,4
tt0395843,2013-06-16,4
tt1375670,2013-06-16,4
tt0313043,2013-06-16,4
tt1327194,2013-06-16,4
tt0247082,2013-06-16,4
tt1845307,2013-06-16,4
tt0364845,2013-06-16,5
tt1667310,2013-06-16,5
tt0313911,2013-06-16,3
tt1226273,2013-06-16,4
tt1657507,2013-06-16,4
tt0340163,2013-06-16,4
tt0402910,2013-06-16,5
tt0325980,2013-06-15,7
tt0325805,2013-06-15,7
tt0268380,2013-06-15,7
tt0164912,2013-06-15,3
tt0376136,2013-06-15,4
tt0120681,2013-06-15,7
tt0242423,2013-06-15,3
tt0075005,2013-06-15,7
tt0103855,2013-06-15,5
tt0795368,2013-06-15,3
tt0119468,2013-06-15,6
tt0414982,2013-06-15,5
tt1859650,2013-06-15,3
tt0834001,2013-06-15,4
tt0398913,2013-06-15,3
tt0211933,2013-06-15,4
tt1500491,2013-06-15,3
tt1517489,2013-06-15,3
tt1622979,2013-06-15,4
tt1655460,2013-06-15,3
tt1754264,2013-06-15,3
tt0443274,2013-06-15,4
tt0091326,2013-06-15,6
tt0373051,2013-06-15,3
tt0479952,2013-06-15,6
tt0421073,2013-06-15,5
tt0795351,2013-06-15,5
tt1073498,2013-06-15,4
tt0124298,2013-06-15,4
tt0254455,2013-06-15,2
tt0373074,2013-06-15,5
tt1083456,2013-06-15,3
tt0170016,2013-06-15,4
tt2097307,2013-06-15,5
tt0430105,2013-06-15,5
tt1592873,2013-06-15,1
tt2083383,2013-06-15,5
tt1412386,2013-06-15,4
tt0097647,2013-06-15,5
tt0337692,2013-06-15,4
tt0944835,2013-06-15,5
tt1586265,2013-06-15,2
tt0306047,2013-06-15,4
tt0985694,2013-06-15,4
tt0384793,2013-06-15,3
tt0455824,2013-06-15,4
tt0480255,2013-06-15,3
tt0195685,2013-06-15,4
tt0366548,2013-06-15,4
tt0892318,2013-06-15,6
tt1294226,2013-06-15,4
tt0477071,2013-06-15,4
tt1231587,2013-06-15,4
tt1403981,2013-06-15,5
tt0338459,2013-06-15,3
tt0499448,2013-06-15,5
tt0099329,2013-06-15,6
tt0112642,2013-06-15,3
tt0393162,2013-06-15,5
tt0307453,2013-06-15,6
tt0106856,2013-06-15,7
tt1028532,2013-06-15,6
tt0117913,2013-06-15,5
tt0227538,2013-06-15,3
tt0396171,2013-06-15,7
tt0312172,2013-06-15,8
tt1080016,2013-06-15,6
tt1621045,2013-06-15,3
tt1931533,2013-06-15,5
tt1623205,2013-06-15,6
tt0465494,2013-06-15,6
tt1764234,2013-06-15,5
tt0343660,2013-06-15,4
tt0257106,2013-06-15,4
tt0311429,2013-06-15,4
tt0120888,2013-06-15,5
tt0104714,2013-06-15,7
tt0286716,2013-06-15,3
tt1646987,2013-06-15,4
tt1135985,2013-06-15,4
tt1155076,2013-06-15,4
tt0822832,2013-06-15,4
tt0963966,2013-06-15,4
tt0478304,2013-06-15,4
tt1242432,2013-06-15,4
tt0816462,2013-06-15,3
tt0087363,2013-06-15,5
tt1023111,2013-06-15,5
tt0122151,2013-06-15,7
tt0914798,2013-06-15,7
tt0337563,2013-06-15,3
tt1649419,2013-06-15,5
tt1212450,2013-06-15,6
tt1596350,2013-06-15,5
tt1606389,2013-06-15,5
tt0097958,2013-06-15,8
tt1667889,2013-06-15,6
tt1321870,2013-06-15,5
tt1559547,2013-06-15,4
tt1855199,2013-06-15,6
tt0080455,2013-06-15,8
tt0183790,2013-06-15,4
tt1458175,2013-06-15,4
tt0281358,2013-06-15,8
tt0097733,2013-06-15,8
tt0175142,2013-06-15,4
tt0099938,2013-06-15,3
tt0088323,2013-06-15,5
tt1922777,2013-06-15,5
tt0092890,2013-06-15,5
tt0398165,2013-06-15,4
tt0904208,2013-06-15,7
tt1196946,2013-06-15,9
tt0096697,2013-06-15,9
tt1219024,2013-06-15,8
tt0411008,2013-06-15,10
tt0412142,2013-06-15,9
tt0773262,2013-06-15,9
tt1124373,2013-06-15,9
tt0108778,2013-06-15,10
tt1475582,2013-06-15,9
tt1632701,2013-06-15,9
tt0903747,2013-06-15,10
tt2230434,2013-06-15,5
tt0345235,2013-06-15,4
tt0181316,2013-06-15,4
tt0250223,2013-06-15,5
tt0463034,2013-06-15,4
tt0152930,2013-06-15,5
tt0412080,2013-06-15,7
tt1210042,2013-06-15,4
tt0097778,2013-06-15,4
tt0329028,2013-06-15,1
tt0363282,2013-06-15,4
tt0414852,2013-06-15,4
tt1748227,2013-06-15,4
tt0329774,2013-06-15,3
tt0119395,2013-06-15,4
tt0117318,2013-06-15,8
tt0190138,2013-06-15,4
tt0377062,2013-06-15,4
tt0316732,2013-06-15,1
tt1179034,2013-06-15,5
tt0465602,2013-06-15,4
tt0380389,2013-06-15,4
tt0106387,2013-06-15,5
tt0914863,2013-06-15,5
tt1410063,2013-06-15,7
tt1988591,2013-06-15,2
tt1321860,2013-06-15,4
tt1294688,2013-06-15,4
tt0091541,2013-06-15,6
tt1032815,2013-06-15,3
tt0287717,2013-06-15,3
tt0452594,2013-06-15,3
tt0309593,2013-06-15,5
tt1144884,2013-06-15,4
tt0274166,2013-06-15,4
tt0250687,2013-06-15,6
tt0120657,2013-06-15,3
tt0119303,2013-06-15,1
tt1567609,2013-06-15,5
tt1937264,2013-06-15,4
tt0252076,2013-06-15,3
tt0427229,2013-06-15,3
tt1186367,2013-06-15,5
tt0090859,2013-06-15,4
tt0472062,2013-06-15,5
tt0305357,2013-06-15,3
tt0360139,2013-06-15,3
tt1614989,2013-06-15,4
tt0104431,2013-06-15,6
tt0267129,2013-06-15,4
tt2586070,2013-06-15,4
tt1770734,2013-06-15,3
tt0486640,2013-06-15,2
tt0100050,2013-06-15,4
tt0189192,2013-06-15,5
tt0107438,2013-06-15,4
tt0119896,2013-06-15,3
tt0133385,2013-06-15,4
tt0385705,2013-06-15,6
tt0113870,2013-06-15,5
tt0463872,2013-06-15,3
tt0217630,2013-06-15,3
tt0141109,2013-06-15,3
tt0473360,2013-06-15,4
tt0329200,2013-06-15,1
tt0103759,2013-06-15,4
tt0245803,2013-06-15,4
tt0804540,2013-06-15,5
tt0361089,2013-06-15,4
tt0183869,2013-06-15,5
tt0295721,2013-06-15,5
tt0108500,2013-06-15,6
tt1313139,2013-06-15,4
tt1083462,2013-06-15,2
tt2061712,2013-06-15,3
tt0202521,2013-06-15,4
tt0105606,2013-06-15,4
tt0988108,2013-06-15,3
tt0167049,2013-06-15,4
tt1217637,2013-06-15,4
tt0357111,2013-06-15,4
tt0095145,2013-06-15,3
tt1201607,2013-06-14,7
tt0926084,2013-06-14,7
tt0373889,2013-06-14,7
tt0330373,2013-06-14,7
tt0304141,2013-06-14,7
tt0295297,2013-06-14,7
tt0144117,2013-06-14,7
tt0139654,2013-06-14,8
tt1345836,2013-06-14,8
tt0372784,2013-06-14,8
tt0369339,2013-06-14,7
tt0449088,2013-06-14,7
tt0383574,2013-06-14,7
tt0988045,2013-06-14,8
tt0172495,2013-06-14,8
tt0217505,2013-06-14,8
tt0268978,2013-06-14,8
tt0112641,2013-06-14,8
tt0083866,2013-06-14,7
tt0113277,2013-06-14,8
tt0167404,2013-06-14,8
tt0373469,2013-06-14,6
tt0180093,2013-06-14,8
tt0086250,2013-06-14,8
tt0289879,2013-06-14,8
tt0062512,2013-06-14,7
tt0207201,2013-06-14,4
tt0200465,2013-06-14,6
tt0368008,2013-06-14,5
tt0100507,2013-06-14,4
tt0084602,2013-06-14,5
tt0097441,2013-06-14,6
tt1121931,2013-06-14,4
tt1297919,2013-06-14,5
tt0399295,2013-06-14,7
tt1231583,2013-06-14,5
tt0350258,2013-06-14,8
tt1401152,2013-06-14,5
tt0110478,2013-06-14,6
tt1448755,2013-06-14,4
tt1601913,2013-06-14,4
tt1840417,2013-06-14,6
tt0106489,2013-06-14,7
tt0106519,2013-06-14,7
tt0401855,2013-06-14,4
tt1656190,2013-06-14,4
tt0089880,2013-06-14,5
tt1800741,2013-06-14,5
tt1904996,2013-06-14,4
tt0307901,2013-06-14,6
tt1193631,2013-06-14,5
tt0315327,2013-06-14,6
tt0315733,2013-06-14,8
tt0064757,2013-06-14,6
tt0479884,2013-06-14,5
tt0187078,2013-06-14,5
tt0195714,2013-06-14,6
tt1366344,2013-06-14,3
tt0452608,2013-06-14,5
tt0308644,2013-06-14,7
tt0105323,2013-06-14,8
tt0119099,2013-06-14,6
tt0824747,2013-06-14,7
tt0112864,2013-06-14,7
tt1284575,2013-06-14,3
tt1599348,2013-06-14,5
tt0119822,2013-06-14,6
tt0295701,2013-06-14,4
tt0389860,2013-06-14,4
tt0404032,2013-06-14,5
tt0059800,2013-06-14,7
tt0119528,2013-06-14,5
tt0160127,2013-06-14,4
tt1037705,2013-06-14,6
tt0413267,2013-06-14,6
tt0162661,2013-06-14,7
tt0057076,2013-06-14,7
tt0119094,2013-06-14,6
tt0814314,2013-06-14,8
tt0119008,2013-06-14,7
tt0337978,2013-06-14,5
tt1764651,2013-06-14,4
tt0349903,2013-06-14,5
tt1055369,2013-06-14,5
tt1389137,2013-06-14,6
tt0094226,2013-06-14,7
tt0081398,2013-06-14,7
tt1152836,2013-06-14,7
tt0033467,2013-06-14,7
tt0343737,2013-06-14,6
tt0497465,2013-06-14,4
tt0242653,2013-06-14,6
tt0120363,2013-06-14,8
tt0362227,2013-06-14,7
tt0052618,2013-06-14,6
tt1197624,2013-06-14,8
tt0808151,2013-06-14,5
tt0443543,2013-06-14,8
tt0298148,2013-06-14,7
tt1306980,2013-06-14,7
tt0055928,2013-06-14,7
tt0071315,2013-06-14,7
tt0120755,2013-06-14,4
tt0058150,2013-06-14,7
tt0351283,2013-06-14,7
tt0462590,2013-06-14,5
tt1010048,2013-06-14,8
tt1409024,2013-06-14,5
tt0118971,2013-06-14,7
tt0095953,2013-06-14,7
tt0117060,2013-06-14,6
tt0083944,2013-06-14,5
tt0758774,2013-06-14,5
tt0221027,2013-06-14,8
tt0120660,2013-06-14,6
tt0120669,2013-06-14,3
tt0328107,2013-06-14,7
tt1210166,2013-06-14,7
tt0099487,2013-06-14,8
tt0107818,2013-06-14,7
tt0121765,2013-06-14,5
tt0278504,2013-06-14,5
tt0448134,2013-06-14,4
tt0450259,2013-06-14,6
tt1499658,2013-06-14,3
tt0087469,2013-06-14,7
tt1907668,2013-06-14,6
tt1386588,2013-06-14,3
